solver_name,study_id,result_state_id,load_case,entity_ref,element_id,von_mises_n1_pa,von_mises_n2_pa,max_von_mises_pa,result_basis
Code_Aster,analysis_study:Operating,result_state:Operating,Operating,element:pipe_bend_0,pipe_bend_0,308061000.0,31774700.0,409073000.0,FE Von Mises (not piping-code stress)
Code_Aster,analysis_study:Operating,result_state:Operating,Operating,element:pipe_bend_1,pipe_bend_1,32276800.0,296780000.0,320080000.0,FE Von Mises (not piping-code stress)
Code_Aster,analysis_study:Operating,result_state:Operating,Operating,element:pipe_str_0,pipe_str_0,322893000.0,345327000.0,480929000.0,FE Von Mises (not piping-code stress)
Code_Aster,analysis_study:Operating,result_state:Operating,Operating,element:pipe_str_1,pipe_str_1,34460900.0,49601600.0,127556000.0,FE Von Mises (not piping-code stress)
Code_Aster,analysis_study:Operating,result_state:Operating,Operating,element:pipe_str_2,pipe_str_2,28255200.0,9736480.0,82667800.0,FE Von Mises (not piping-code stress)
