study_id,solver_name,load_case,model_revision,mesh_id,work_dir,input_files,metadata
analysis_study:Operating,Code_Aster,Operating,0,analysis_mesh:Operating,,"{""comm"":""artifacts/study.comm"",""export"":""artifacts/study.export"",""mail"":""artifacts/study.mail"",""manifest"":""artifacts/study_manifest.json"",""sidecar"":""artifacts/study_tuba_fem.json""}","{""file_sha256"":{""comm"":""0e8afa497bfa1eabc2bfd1a1b385071679c95e9c9c937200f593872c28a3bf6d"",""export"":""66b82ed835f314cb13ef7f1ff83320c1e1542f88ffdcd4bb0492ed8963e24d6c"",""mail"":""16fef025296a0f65a0febca4fcddbf5d02597f9d27ccf9f0926499afffe3669a"",""manifest"":""eb118dfa4644eb6fc5c8134fd5df8299976c77cac051feacb85520b4fc9e464c"",""sidecar"":""e40a239d1e23a567c214d2603255d42dff117e0e70dc868c5999cd693ed98477""},""file_sizes"":{""comm"":6238,""export"":363,""mail"":8594,""manifest"":83651,""sidecar"":5946},""project_name"":""VizGalleryDemo""}"
