#
#--------------------------------------------------------------------------------
##ASTER 18.00.12 CONCEPT 00000046 CALCULE LE 10/09/2026 A 09:10:01 DE TYPE        
RESULTAT,NOM_CHAM,INST,NUME_ORDRE,MAILLE,NOEUD,SOUS_POINT,COOR_X,COOR_Y,COOR_Z,VMIS
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                        1,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   8.5625557050360758E+06
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                        2,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   1.0107272113666715E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                        3,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   1.3973608072694615E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                        4,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   1.8192409899943307E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                        5,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   2.1953472895794131E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                        6,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   2.4893771183826506E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                        7,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   2.6814046717098065E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                        8,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   2.7603616522265427E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                        9,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   2.7219145836353011E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                       10,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   2.5679173503140911E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                       11,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   2.3065927093558453E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                       12,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   1.9537610278028380E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                       13,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   1.5373141380042473E+07
RESU            ,SIEQ_ELNO       ,   0.0000000000000000E+00,                        1,1       ,1       ,                       14,   0.0000000000000000E+00,   0.0000000000000000E+00,   0.0000000000000000E+00,   1.1144630222265052E+07
