#
#--------------------------------------------------------------------------------
##ASTER 18.00.12 CONCEPT 00000035 CALCULE LE 27/08/2026 A 12:40:51 DE TYPE        
RESULTAT,NOM_CHAM,INST,NUME_ORDRE,NOEUD,COOR_X,COOR_Y,COOR_Z,DX,DY,DZ
RESU            ,FORC_NODA       , 0.00000E+00,           1,81      ,-8.00000E-02,-3.03762E-02, 2.60247E-02,-1.18014E+01, 5.90748E+00,-4.69232E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,82      ,-8.00000E-02,-3.33441E-02, 2.20946E-02,-1.01819E+01, 6.25530E+00,-4.04046E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,83      ,-8.00000E-02,-3.58065E-02, 1.78295E-02,-9.20721E+00, 6.02128E+00,-2.52572E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,84      ,-8.00000E-02,-3.77262E-02, 1.32942E-02,-9.86195E+00, 5.86929E+00,-1.99821E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,85      ,-8.00000E-02,-3.90739E-02, 8.55732E-03,-9.73042E+00, 6.12260E+00,-1.31036E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,86      ,-8.00000E-02,-3.98294E-02, 3.69073E-03,-9.14776E+00, 6.10799E+00,-8.33130E-01
RESU            ,FORC_NODA       , 0.00000E+00,           1,87      ,-8.00000E-02,-3.99810E-02,-1.23180E-03,-8.90905E+00, 5.94598E+00, 4.24447E-02
RESU            ,FORC_NODA       , 0.00000E+00,           1,88      ,-8.00000E-02,-3.95266E-02,-6.13567E-03,-9.32013E+00, 7.58974E+00, 1.67753E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,89      ,-8.00000E-02,-3.84730E-02,-1.09465E-02,-9.36504E+00, 7.86277E+00, 1.79943E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,90      ,-8.00000E-02,-3.68362E-02,-1.55914E-02,-9.87135E+00, 7.45982E+00, 2.62964E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,91      ,-8.00000E-02,-3.46410E-02,-2.00000E-02,-1.06248E+01, 6.95428E+00, 3.49304E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,92      ,-8.00000E-02,-3.19207E-02,-2.41054E-02,-1.04586E+01, 5.89608E+00, 5.28468E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,93      ,-8.00000E-02,-2.87165E-02,-2.78454E-02,-1.05552E+01, 6.49921E+00, 5.67867E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,94      ,-8.00000E-02,-2.50770E-02,-3.11632E-02,-1.05709E+01, 4.80691E+00, 6.14816E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,95      ,-8.00000E-02,-2.10573E-02,-3.40087E-02,-1.25236E+01, 4.78640E+00, 9.13917E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,96      ,-8.00000E-02,-1.67184E-02,-3.63386E-02,-1.30599E+01, 5.07208E+00, 9.69903E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,97      ,-8.00000E-02,-1.21261E-02,-3.81177E-02,-1.42122E+01, 3.56033E+00, 9.56109E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,98      ,-8.00000E-02,-7.34998E-03,-3.93189E-02,-1.43089E+01, 1.25828E+00, 1.08060E+01
RESU            ,FORC_NODA       , 0.00000E+00,           1,99      ,-8.00000E-02,-2.46244E-03,-3.99241E-02,-1.19670E+01, 3.89802E-01, 9.03371E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,100     ,-8.00000E-02, 2.46244E-03,-3.99241E-02,-1.13377E+01,-6.77894E-01, 8.61132E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,101     ,-8.00000E-02, 7.34998E-03,-3.93189E-02,-1.16655E+01,-1.17060E+00, 8.29338E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,102     ,-8.00000E-02, 1.21261E-02,-3.81177E-02,-1.22011E+01,-2.28658E+00, 9.89895E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,103     ,-8.00000E-02, 1.67184E-02,-3.63386E-02,-1.01549E+01,-4.24862E+00, 7.72823E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,104     ,-8.00000E-02, 2.10573E-02,-3.40087E-02,-8.78433E+00,-4.62307E+00, 6.31221E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,105     ,-8.00000E-02, 2.50770E-02,-3.11632E-02,-7.22638E+00,-4.75454E+00, 5.03240E+00
RESU            ,FORC_NODA       , 0.00000E+00,           1,106     ,-8.00000E-02, 2.87165E-02,-2.78454E-02,-6.35905E+00,-5.20650E+00, 4.80797E+00
