#
#--------------------------------------------------------------------------------
##ASTER 18.00.12 CONCEPT 00000017 CALCULE LE 08/09/2026 A 13:52:58 DE TYPE        
RESULTAT,NOM_CHAM,INST,NUME_ORDRE,MAILLE,NOEUD,SOUS_POINT,COOR_X,COOR_Y,COOR_Z,VMIS
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,           1, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.05710E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,           2, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.45184E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,           3, 0.00000E+00, 0.00000E+00, 0.00000E+00, 8.13179E+06
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,           4, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.18696E+06
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,           5, 0.00000E+00, 0.00000E+00, 0.00000E+00, 8.89287E+06
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,           6, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.57549E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,           7, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.24908E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,           8, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.86177E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,           9, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.38463E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          10, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.79561E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          11, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.07804E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          12, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.22062E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          13, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.21767E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          14, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.06925E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          15, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.78112E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          16, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.36461E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          17, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.83631E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          18, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.21789E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          19, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.53710E+07
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          20, 0.00000E+00, 0.00000E+00, 0.00000E+00, 8.37570E+06
RESU            ,SIEQ_ELNO       , 1.00000E+00,           1,1       ,1       ,          21, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.48762E+06
